date,value,group
2006-11-02,1.2767,A
2006-11-03,1.276,A
2006-11-06,1.2702,A
2006-11-07,1.2755,A
2006-11-08,1.2776,A
2006-11-09,1.2796,A
2006-11-10,1.2864,A
2006-11-13,1.283,A
2006-11-14,1.2824,A
2006-11-15,1.2792,A
2006-11-16,1.2804,A
2006-11-17,1.2774,A
2006-11-20,1.2841,A
2006-11-21,1.2814,A
2006-11-22,1.2886,A
2006-11-23,1.2953,A
2006-11-24,1.3078,A
2006-11-27,1.3114,A
2006-11-28,1.3147,A
2006-11-29,1.3157,A
2006-11-30,1.32,A
2006-12-01,1.3244,A
2006-12-04,1.3309,A
2006-12-05,1.3331,A
2006-12-06,1.3274,A
2006-12-07,1.3297,A
2006-12-08,1.3276,A
2006-12-11,1.3177,A
2006-12-12,1.3244,A
2006-12-13,1.3265,A
2006-12-14,1.3192,A
2006-12-15,1.3106,A
2006-12-18,1.3095,A
2006-12-19,1.3158,A
2006-12-20,1.3203,A
2006-12-21,1.3178,A
2006-12-22,1.3192,A
2006-12-27,1.3159,A
2006-12-28,1.3173,A
2006-12-29,1.317,A
2007-01-02,1.327,A
2007-01-03,1.3231,A
2007-01-04,1.3106,A
2007-01-05,1.3084,A
2007-01-08,1.3006,A
2007-01-09,1.3018,A
2007-01-10,1.2988,A
2007-01-11,1.2984,A
2007-01-12,1.2893,A
2007-01-15,1.2941,A
2007-01-16,1.2953,A
2007-01-17,1.2909,A
2007-01-18,1.2922,A
2007-01-19,1.2958,A
2007-01-22,1.2936,A
2007-01-23,1.304,A
2007-01-24,1.3005,A
2007-01-25,1.2978,A
2007-01-26,1.2901,A
2007-01-29,1.2921,A
2007-01-30,1.2972,A
2007-01-31,1.2954,A
2007-02-01,1.302,A
2007-02-02,1.302,A
2007-02-05,1.2925,A
2007-02-06,1.2955,A
2007-02-07,1.2987,A
2007-02-08,1.2991,A
2007-02-09,1.3007,A
2007-02-12,1.2956,A
2007-02-13,1.3022,A
2007-02-14,1.3082,A
2007-02-15,1.3137,A
2007-02-16,1.3119,A
2007-02-19,1.3132,A
2007-02-20,1.3145,A
2007-02-21,1.3145,A
2007-02-22,1.3106,A
2007-02-23,1.3134,A
2007-02-26,1.316,A
2007-02-27,1.323,A
2007-02-28,1.3211,A
2007-03-01,1.3225,A
2007-03-02,1.3163,A
2007-03-05,1.3083,A
2007-03-06,1.31,A
2007-03-07,1.3135,A
2007-03-08,1.3152,A
2007-03-09,1.3155,A
2007-03-12,1.3156,A
2007-03-13,1.3218,A
2007-03-14,1.3183,A
2007-03-15,1.3226,A
2007-03-16,1.3325,A
2007-03-19,1.3303,A
2007-03-20,1.3296,A
2007-03-21,1.3293,A
2007-03-22,1.3351,A
2007-03-23,1.3327,A
2007-03-26,1.3265,A
2007-03-27,1.3347,A
2007-03-28,1.3348,A
2007-03-29,1.3352,A
2007-03-30,1.3318,A
2007-04-02,1.3366,A
2007-04-03,1.3358,A
2007-04-04,1.3352,A
2007-04-05,1.3373,A
2007-04-10,1.3426,A
2007-04-11,1.3418,A
2007-04-12,1.3467,A
2007-04-13,1.3532,A
2007-04-16,1.355,A
2007-04-17,1.3549,A
2007-04-18,1.3577,A
2007-04-19,1.3601,A
2007-04-20,1.3606,A
2007-04-23,1.3557,A
2007-04-24,1.3582,A
2007-04-25,1.3649,A
2007-04-26,1.3596,A
2007-04-27,1.3643,A
2007-04-30,1.3605,A
2007-05-02,1.3588,A
2007-05-03,1.3613,A
2007-05-04,1.3561,A
2007-05-07,1.3615,A
2007-05-08,1.3558,A
2007-05-09,1.3535,A
2007-05-10,1.3527,A
2007-05-11,1.3486,A
2007-05-14,1.3549,A
2007-05-15,1.3538,A
2007-05-16,1.3574,A
2007-05-17,1.3516,A
2007-05-18,1.3477,A
2007-05-21,1.3444,A
2007-05-22,1.3454,A
2007-05-23,1.349,A
2007-05-24,1.3448,A
2007-05-25,1.3441,A
2007-05-28,1.3453,A
2007-05-29,1.3509,A
2007-05-30,1.342,A
2007-05-31,1.3453,A
2007-06-01,1.3436,A
2007-06-04,1.3482,A
2007-06-05,1.3532,A
2007-06-06,1.3513,A
2007-06-07,1.347,A
2007-06-08,1.3349,A
2007-06-11,1.3355,A
2007-06-12,1.3345,A
2007-06-13,1.3287,A
2007-06-14,1.3304,A
2007-06-15,1.3314,A
2007-06-18,1.3404,A
2007-06-19,1.3403,A
2007-06-20,1.3427,A
2007-06-21,1.3397,A
2007-06-22,1.3441,A
2007-06-25,1.3461,A
2007-06-26,1.346,A
2007-06-27,1.3438,A
2007-06-28,1.3467,A
2007-06-29,1.3505,A
2007-07-02,1.3588,A
2007-07-03,1.3601,A
2007-07-04,1.3618,A
2007-07-05,1.364,A
2007-07-06,1.3596,A
2007-07-09,1.3621,A
2007-07-10,1.3666,A
2007-07-11,1.3753,A
2007-07-12,1.3788,A
2007-07-13,1.3782,A
2007-07-16,1.3781,A
2007-07-17,1.3771,A
2007-07-18,1.3779,A
2007-07-19,1.382,A
2007-07-20,1.3803,A
2007-07-23,1.3821,A
2007-07-24,1.3833,A
2007-07-25,1.3743,A
2007-07-26,1.3722,A
2007-07-27,1.3651,A
2007-07-30,1.3659,A
2007-07-31,1.3707,A
2007-08-01,1.3663,A
2007-08-02,1.3664,A
2007-08-03,1.3694,A
2007-08-06,1.3818,A
2007-08-07,1.3794,A
2007-08-08,1.3794,A
2007-08-09,1.3729,A
2007-08-10,1.365,A
2007-08-13,1.3651,A
2007-08-14,1.3591,A
2007-08-15,1.3476,A
2007-08-16,1.3405,A
2007-08-17,1.3454,A
2007-08-20,1.3476,A
2007-08-21,1.3508,A
2007-08-22,1.3493,A
2007-08-23,1.3574,A
2007-08-24,1.3615,A
2007-08-27,1.3658,A
2007-08-28,1.3664,A
2007-08-29,1.3631,A
2007-08-30,1.361,A
2007-08-31,1.3705,A
2007-09-03,1.3632,A
2007-09-04,1.358,A
2007-09-05,1.3588,A
2007-09-06,1.3669,A
2007-09-07,1.3696,A
2007-09-10,1.3795,A
2007-09-11,1.3824,A
2007-09-12,1.3885,A
2007-09-13,1.3897,A
2007-09-14,1.386,A
2007-09-17,1.3877,A
2007-09-18,1.3867,A
2007-09-19,1.3975,A
2007-09-20,1.403,A
2007-09-21,1.4049,A
2007-09-24,1.4113,A
2007-09-25,1.4106,A
2007-09-26,1.4127,A
2007-09-27,1.418,A
2007-09-28,1.4179,A
2007-10-01,1.4232,A
2007-10-02,1.4165,A
2007-10-03,1.4195,A
2007-10-04,1.4109,A
2007-10-05,1.4136,A
2007-10-08,1.4089,A
2007-10-09,1.4037,A
2007-10-10,1.4146,A
2007-10-11,1.4199,A
2007-10-12,1.4173,A
2007-10-15,1.4226,A
2007-10-16,1.415,A
2007-10-17,1.42,A
2007-10-18,1.4299,A
2007-10-19,1.4288,A
2007-10-22,1.4166,A
2007-10-23,1.4254,A
2007-10-24,1.423,A
2007-10-25,1.4309,A
2007-10-26,1.4384,A
2007-10-29,1.4391,A
2007-10-30,1.4407,A
2007-10-31,1.4447,A
2007-11-01,1.4423,A
2007-11-02,1.4479,A
2007-11-05,1.4488,A
2007-11-06,1.4547,A
2007-11-07,1.4722,A
2007-11-08,1.4666,A
2007-11-09,1.4683,A
2007-11-12,1.4579,A
2007-11-13,1.4607,A
2007-11-14,1.47,A
2007-11-15,1.4639,A
2007-11-16,1.4651,A
2007-11-19,1.4654,A
2007-11-20,1.4785,A
2007-11-21,1.4814,A
2007-11-22,1.4829,A
2007-11-23,1.4809,A
2007-11-26,1.4845,A
2007-11-27,1.4874,A
2007-11-28,1.4747,A
2007-11-29,1.4738,A
2007-11-30,1.4761,A
2007-12-03,1.4666,A
2007-12-04,1.4741,A
2007-12-05,1.472,A
2007-12-06,1.4554,A
2007-12-07,1.4649,A
2007-12-10,1.4718,A
2007-12-11,1.4672,A
2007-12-12,1.4675,A
2007-12-13,1.4683,A
2007-12-14,1.4509,A
2007-12-17,1.4393,A
2007-12-18,1.4416,A
2007-12-19,1.4385,A
2007-12-20,1.4349,A
2007-12-21,1.438,A
2007-12-24,1.4398,A
2007-12-27,1.4516,A
2007-12-28,1.4692,A
2007-12-31,1.4721,A
2008-01-02,1.4688,A
2008-01-03,1.4753,A
2008-01-04,1.4727,A
2008-01-07,1.4723,A
2008-01-08,1.4705,A
2008-01-09,1.468,A
2008-01-10,1.4662,A
2008-01-11,1.4792,A
2008-01-14,1.4895,A
2008-01-15,1.4886,A
2008-01-16,1.4792,A
2008-01-17,1.4691,A
2008-01-18,1.4674,A
2008-01-21,1.4482,A
2008-01-22,1.4494,A
2008-01-23,1.4574,A
2008-01-24,1.4663,A
2008-01-25,1.4705,A
2008-01-28,1.4755,A
2008-01-29,1.4773,A
2008-01-30,1.481,A
2008-01-31,1.487,A
2008-02-01,1.4889,A
2008-02-04,1.4829,A
2008-02-05,1.4688,A
2008-02-06,1.4621,A
2008-02-07,1.4569,A
2008-02-08,1.4513,A
2008-02-11,1.4542,A
2008-02-12,1.4538,A
2008-02-13,1.4586,A
2008-02-14,1.4626,A
2008-02-15,1.4674,A
2008-02-18,1.4636,A
2008-02-19,1.4742,A
2008-02-20,1.4656,A
2008-02-21,1.4736,A
2008-02-22,1.4848,A
2008-02-25,1.4817,A
2008-02-26,1.4874,A
2008-02-27,1.5044,A
2008-02-28,1.5121,A
2008-02-29,1.5167,A
2008-03-03,1.5203,A
2008-03-04,1.5206,A
2008-03-05,1.5196,A
2008-03-06,1.5319,A
2008-03-07,1.5417,A
2008-03-10,1.534,A
2008-03-11,1.5379,A
2008-03-12,1.5477,A
2008-03-13,1.5577,A
2008-03-14,1.5561,A
2008-03-17,1.577,A
2008-03-18,1.5771,A
2008-03-19,1.5692,A
2008-03-20,1.5423,A
2008-03-25,1.5569,A
2008-03-26,1.571,A
2008-03-27,1.5786,A
2008-03-28,1.5796,A
2008-03-31,1.5812,A
2008-04-01,1.566,A
2008-04-02,1.5632,A
2008-04-03,1.5526,A
2008-04-04,1.5722,A
2008-04-07,1.5693,A
2008-04-08,1.5694,A
2008-04-09,1.5726,A
2008-04-10,1.5875,A
2008-04-11,1.5833,A
2008-04-14,1.5869,A
2008-04-15,1.5828,A
2008-04-16,1.5928,A
2008-04-17,1.5872,A
2008-04-18,1.578,A
2008-04-21,1.5898,A
2008-04-22,1.5931,A
2008-04-23,1.594,A
2008-04-24,1.5769,A
2008-04-25,1.5596,A
2008-04-28,1.5628,A
2008-04-29,1.5571,A
2008-04-30,1.554,A
2008-05-02,1.5458,A
2008-05-05,1.546,A
2008-05-06,1.5528,A
2008-05-07,1.543,A
2008-05-08,1.5347,A
2008-05-09,1.5458,A
2008-05-12,1.543,A
2008-05-13,1.5473,A
2008-05-14,1.5439,A
2008-05-15,1.5474,A
2008-05-16,1.5498,A
2008-05-19,1.5577,A
2008-05-20,1.5639,A
2008-05-21,1.5753,A
2008-05-22,1.5755,A
2008-05-23,1.5742,A
2008-05-26,1.5761,A
2008-05-27,1.576,A
2008-05-28,1.5656,A
2008-05-29,1.5551,A
2008-05-30,1.5508,A
2008-06-02,1.5521,A
2008-06-03,1.5593,A
2008-06-04,1.5466,A
2008-06-05,1.5402,A
2008-06-06,1.5597,A
2008-06-09,1.5784,A
2008-06-10,1.5526,A
2008-06-11,1.5515,A
2008-06-12,1.5417,A
2008-06-13,1.5336,A
2008-06-16,1.5459,A
2008-06-17,1.5477,A
2008-06-18,1.5493,A
2008-06-19,1.5481,A
2008-06-20,1.561,A
2008-06-23,1.5521,A
2008-06-24,1.5568,A
2008-06-25,1.5599,A
2008-06-26,1.5731,A
2008-06-27,1.5748,A
2008-06-30,1.5764,A
2008-07-01,1.5775,A
2008-07-02,1.5806,A
2008-07-03,1.5885,A
2008-07-04,1.5671,A
2008-07-07,1.5651,A
2008-07-08,1.5687,A
2008-07-09,1.5715,A
2008-07-10,1.5708,A
2008-07-11,1.5835,A
2008-07-14,1.5847,A
2008-07-15,1.599,A
2008-07-16,1.5888,A
2008-07-17,1.5849,A
2008-07-18,1.5816,A
2008-07-21,1.5858,A
2008-07-22,1.5919,A
2008-07-23,1.5741,A
2008-07-24,1.5677,A
2008-07-25,1.5734,A
2008-07-28,1.5746,A
2008-07-29,1.5705,A
2008-07-30,1.5589,A
2008-07-31,1.5611,A
2008-08-01,1.5574,A
2008-08-04,1.5566,A
2008-08-05,1.5487,A
2008-08-06,1.5478,A
2008-08-07,1.5471,A
2008-08-08,1.5074,A
2008-08-11,1.5012,A
2008-08-12,1.4907,A
2008-08-13,1.4903,A
2008-08-14,1.4907,A
2008-08-15,1.4729,A
2008-08-18,1.4704,A
2008-08-19,1.4677,A
2008-08-20,1.4734,A
2008-08-21,1.4814,A
2008-08-22,1.4808,A
2008-08-25,1.4767,A
2008-08-26,1.4598,A
2008-08-27,1.4767,A
2008-08-28,1.4771,A
2008-08-29,1.4735,A
2008-09-01,1.4621,A
2008-09-02,1.4516,A
2008-09-03,1.4441,A
2008-09-04,1.4488,A
2008-09-05,1.4247,A
2008-09-08,1.4214,A
2008-09-09,1.4144,A
2008-09-10,1.4094,A
2008-09-11,1.3934,A
2008-09-12,1.4066,A
2008-09-15,1.4151,A
2008-09-16,1.4267,A
2008-09-17,1.4224,A
2008-09-18,1.4502,A
2008-09-19,1.4236,A
2008-09-22,1.4571,A
2008-09-23,1.4731,A
2008-09-24,1.469,A
2008-09-25,1.47,A
2008-09-26,1.464,A
2008-09-29,1.4349,A
2008-09-30,1.4303,A
2008-10-01,1.4081,A
2008-10-02,1.3903,A
2008-10-03,1.3834,A
2008-10-06,1.3634,A
2008-10-07,1.3632,A
2008-10-08,1.3731,A
2008-10-09,1.3682,A
2008-10-10,1.3579,A
2008-10-13,1.3639,A
2008-10-14,1.3752,A
2008-10-15,1.3625,A
2008-10-16,1.3507,A
2008-10-17,1.3404,A
2008-10-20,1.3424,A
2008-10-21,1.3184,A
2008-10-22,1.2843,A
2008-10-23,1.281,A
2008-10-24,1.2596,A
2008-10-27,1.246,A
2008-10-28,1.2526,A
2008-10-29,1.277,A
2008-10-30,1.3035,A
2008-10-31,1.2757,A
2008-11-03,1.2822,A
2008-11-04,1.282,A
2008-11-05,1.287,A
2008-11-06,1.277,A
2008-11-07,1.2756,A
2008-11-10,1.2891,A
2008-11-11,1.2747,A
2008-11-12,1.253,A
2008-11-13,1.2525,A
2008-11-14,1.2675,A
2008-11-17,1.266,A
2008-11-18,1.2653,A
2008-11-19,1.2634,A
2008-11-20,1.2542,A
2008-11-21,1.2602,A
2008-11-24,1.2773,A
2008-11-25,1.2811,A
2008-11-26,1.2935,A
2008-11-27,1.29,A
2008-11-28,1.2727,A
2008-12-01,1.2608,A
2008-12-02,1.2697,A
2008-12-03,1.2623,A
2008-12-04,1.262,A
2008-12-05,1.2665,A
2008-12-08,1.2854,A
2008-12-09,1.2838,A
2008-12-10,1.2925,A
2008-12-11,1.3215,A
2008-12-12,1.334,A
2008-12-15,1.351,A
2008-12-16,1.369,A
2008-12-17,1.4059,A
2008-12-18,1.4616,A
2008-12-19,1.394,A
2008-12-22,1.397,A
2008-12-23,1.3978,A
2008-12-24,1.4005,A
2008-12-29,1.427,A
2008-12-30,1.4098,A
2008-12-31,1.3917,A
2009-01-02,1.3866,A
2009-01-05,1.3582,A
2009-01-06,1.3332,A
2009-01-07,1.3595,A
2009-01-08,1.3617,A
2009-01-09,1.3684,A
2009-01-12,1.3394,A
2009-01-13,1.3262,A
2009-01-14,1.3173,A
2009-01-15,1.3085,A
2009-01-16,1.327,A
2009-01-19,1.3182,A
2009-01-20,1.293,A
2009-01-21,1.291,A
2009-01-22,1.2984,A
2009-01-23,1.2795,A
2009-01-26,1.299,A
2009-01-27,1.3174,A
2009-01-28,1.326,A
2009-01-29,1.3111,A
2009-01-30,1.2816,A
2009-02-02,1.276,A
2009-02-03,1.2849,A
2009-02-04,1.2818,A
2009-02-05,1.2829,A
2009-02-06,1.2796,A
2009-02-09,1.3008,A
2009-02-10,1.2967,A
2009-02-11,1.2938,A
2009-02-12,1.2833,A
2009-02-13,1.2823,A
2009-02-16,1.2765,A
2009-02-17,1.2634,A
2009-02-18,1.2596,A
2009-02-19,1.2705,A
2009-02-20,1.2591,A
2009-02-23,1.2798,A
2009-02-24,1.2763,A
2009-02-25,1.2795,A
2009-02-26,1.2782,A
2009-02-27,1.2644,A
2009-03-02,1.2596,A
2009-03-03,1.2615,A
2009-03-04,1.2555,A
2009-03-05,1.2555,A
2009-03-06,1.2658,A
2009-03-09,1.2565,A
2009-03-10,1.2783,A
2009-03-11,1.2786,A
2009-03-12,1.2782,A
2009-03-13,1.2905,A
2009-03-16,1.3042,A
2009-03-17,1.2942,A
2009-03-18,1.313,A
2009-03-19,1.3671,A
2009-03-20,1.3549,A
2009-03-23,1.3558,A
2009-03-24,1.3507,A
2009-03-25,1.3494,A
2009-03-26,1.3607,A
2009-03-27,1.3295,A
2009-03-30,1.3193,A
2009-03-31,1.3308,A
2009-04-01,1.3246,A
2009-04-02,1.3392,A
2009-04-03,1.3425,A
2009-04-06,1.3496,A
2009-04-07,1.3255,A
2009-04-08,1.3231,A
2009-04-09,1.3273,A
2009-04-14,1.3276,A
2009-04-15,1.3173,A
2009-04-16,1.3196,A
2009-04-17,1.3058,A
2009-04-20,1.2966,A
2009-04-21,1.2932,A
2009-04-22,1.2947,A
2009-04-23,1.305,A
2009-04-24,1.3232,A
2009-04-27,1.3125,A
2009-04-28,1.2992,A
2009-04-29,1.3266,A
2009-04-30,1.3275,A
2009-05-04,1.3223,A
2009-05-05,1.3403,A
2009-05-06,1.3322,A
2009-05-07,1.3363,A
2009-05-08,1.3425,A
2009-05-11,1.3574,A
2009-05-12,1.3683,A
2009-05-13,1.3623,A
2009-05-14,1.3563,A
2009-05-15,1.3518,A
2009-05-18,1.3494,A
2009-05-19,1.3612,A
2009-05-20,1.369,A
2009-05-21,1.3771,A
2009-05-22,1.3972,A
2009-05-25,1.401,A
2009-05-26,1.3908,A
2009-05-27,1.3901,A
2009-05-28,1.3856,A
2009-05-29,1.4098,A
2009-06-01,1.422,A
2009-06-02,1.4238,A
2009-06-03,1.4207,A
2009-06-04,1.4095,A
2009-06-05,1.4177,A
2009-06-08,1.3866,A
2009-06-09,1.3959,A
2009-06-10,1.4102,A
2009-06-11,1.3969,A
2009-06-12,1.4004,A
2009-06-15,1.385,A
2009-06-16,1.389,A
2009-06-17,1.384,A
2009-06-18,1.392,A
2009-06-19,1.3932,A
2009-06-22,1.3858,A
2009-06-23,1.3978,A
2009-06-24,1.4029,A
2009-06-25,1.394,A
2009-06-26,1.4096,A
2009-06-29,1.4058,A
2009-06-30,1.4134,A
2009-07-01,1.4096,A
2009-07-02,1.4049,A
2009-07-03,1.4009,A
2009-07-06,1.3897,A
2009-07-07,1.4019,A
2009-07-08,1.3901,A
2009-07-09,1.399,A
2009-07-10,1.3901,A
2009-07-13,1.3975,A
2009-07-14,1.3991,A
2009-07-15,1.4089,A
2009-07-16,1.413,A
2009-07-17,1.409,A
2009-07-20,1.4217,A
2009-07-21,1.4223,A
2009-07-22,1.4191,A
2009-07-23,1.4229,A
2009-07-24,1.4227,A
2009-07-27,1.4269,A
2009-07-28,1.4229,A
2009-07-29,1.4104,A
2009-07-30,1.4053,A
2009-07-31,1.4138,A
2009-08-03,1.4303,A
2009-08-04,1.4384,A
2009-08-05,1.441,A
2009-08-06,1.437,A
2009-08-07,1.4357,A
2009-08-10,1.4202,A
2009-08-11,1.4166,A
2009-08-12,1.417,A
2009-08-13,1.4293,A
2009-08-14,1.4294,A
2009-08-17,1.4072,A
2009-08-18,1.4101,A
2009-08-19,1.4112,A
2009-08-20,1.4243,A
2009-08-21,1.433,A
2009-08-24,1.4323,A
2009-08-25,1.4324,A
2009-08-26,1.427,A
2009-08-27,1.4268,A
2009-08-28,1.4364,A
2009-08-31,1.4272,A
2009-09-01,1.4314,A
2009-09-02,1.422,A
2009-09-03,1.4335,A
2009-09-04,1.4262,A
2009-09-07,1.433,A
2009-09-08,1.4473,A
2009-09-09,1.4522,A
2009-09-10,1.4545,A
2009-09-11,1.4594,A
2009-09-14,1.4561,A
2009-09-15,1.4611,A
2009-09-16,1.4671,A
2009-09-17,1.4712,A
2009-09-18,1.4705,A
2009-09-21,1.4658,A
2009-09-22,1.478,A
2009-09-23,1.4783,A
2009-09-24,1.4768,A
2009-09-25,1.467,A
2009-09-28,1.465,A
2009-09-29,1.4549,A
2009-09-30,1.4643,A
2009-10-01,1.4539,A
2009-10-02,1.4537,A
2009-10-05,1.4616,A
2009-10-06,1.4722,A
2009-10-07,1.4694,A
2009-10-08,1.4763,A
2009-10-09,1.475,A
2009-10-12,1.4765,A
2009-10-13,1.4864,A
2009-10-14,1.4881,A
2009-10-15,1.4864,A
2009-10-16,1.4869,A
2009-10-19,1.4918,A
2009-10-20,1.4971,A
2009-10-21,1.4921,A
2009-10-22,1.5,A
2009-10-23,1.502,A
2009-10-26,1.5019,A
2009-10-27,1.4874,A
2009-10-28,1.4785,A
2009-10-29,1.4788,A
2009-10-30,1.48,A
2009-11-02,1.4772,A
2009-11-03,1.4658,A
2009-11-04,1.4761,A
2009-11-05,1.4867,A
2009-11-06,1.4862,A
2009-11-09,1.4984,A
2009-11-10,1.4966,A
2009-11-11,1.5037,A
2009-11-12,1.4922,A
2009-11-13,1.4868,A
2009-11-16,1.4965,A
2009-11-17,1.4875,A
2009-11-18,1.4957,A
2009-11-19,1.4863,A
2009-11-20,1.4815,A
2009-11-23,1.4968,A
2009-11-24,1.4969,A
2009-11-25,1.5083,A
2009-11-26,1.5071,A
2009-11-27,1.4918,A
2009-11-30,1.5023,A
2009-12-01,1.5074,A
2009-12-02,1.509,A
2009-12-03,1.512,A
2009-12-04,1.5068,A
2009-12-07,1.4787,A
2009-12-08,1.4774,A
2009-12-09,1.4768,A
2009-12-10,1.473,A
2009-12-11,1.4757,A
2009-12-14,1.4647,A
2009-12-15,1.4541,A
2009-12-16,1.456,A
2009-12-17,1.4343,A
2009-12-18,1.4337,A
2009-12-21,1.4368,A
2009-12-22,1.4279,A
2009-12-23,1.4276,A
2009-12-24,1.4398,A
2009-12-28,1.4405,A
2009-12-29,1.4433,A
2009-12-30,1.4338,A
2009-12-31,1.4406,A
2010-01-04,1.4389,A
2010-01-05,1.4442,A
2010-01-06,1.435,A
2010-01-07,1.4304,A
2010-01-08,1.4273,A
2010-01-11,1.4528,A
2010-01-12,1.4481,A
2010-01-13,1.4563,A
2010-01-14,1.4486,A
2010-01-15,1.4374,A
2010-01-18,1.4369,A
2010-01-19,1.4279,A
2010-01-20,1.4132,A
2010-01-21,1.4064,A
2010-01-22,1.4135,A
2010-01-25,1.4151,A
2010-01-26,1.4085,A
2010-01-27,1.4072,A
2010-01-28,1.3999,A
2010-01-29,1.3966,A
2010-02-01,1.3913,A
2010-02-02,1.3937,A
2010-02-03,1.3984,A
2010-02-04,1.3847,A
2010-02-05,1.3691,A
2010-02-08,1.3675,A
2010-02-09,1.376,A
2010-02-10,1.374,A
2010-02-11,1.3718,A
2010-02-12,1.3572,A
2010-02-15,1.3607,A
2010-02-16,1.3649,A
2010-02-17,1.3726,A
2010-02-18,1.3567,A
2010-02-19,1.3519,A
2010-02-22,1.3626,A
2010-02-23,1.3577,A
2010-02-24,1.3547,A
2010-02-25,1.3489,A
2010-02-26,1.357,A
2010-03-01,1.3525,A
2010-03-02,1.3548,A
2010-03-03,1.3641,A
2010-03-04,1.3668,A
2010-03-05,1.3582,A
2010-03-08,1.3662,A
2010-03-09,1.3557,A
2010-03-10,1.361,A
2010-03-11,1.3657,A
2010-03-12,1.3765,A
2010-03-15,1.3705,A
2010-03-16,1.3723,A
2010-03-17,1.3756,A
2010-03-18,1.366,A
2010-03-19,1.3548,A
2010-03-22,1.3471,A
2010-03-23,1.3519,A
2010-03-24,1.3338,A
2010-03-25,1.3356,A
2010-03-26,1.3353,A
2010-03-29,1.3471,A
2010-03-30,1.3482,A
2010-03-31,1.3479,A
2010-04-01,1.3468,A
2010-04-06,1.3396,A
2010-04-07,1.334,A
2010-04-08,1.3296,A
2010-04-09,1.3384,A
2010-04-12,1.3585,A
2010-04-13,1.3583,A
2010-04-14,1.3615,A
2010-04-15,1.3544,A
2010-04-16,1.3535,A
2010-04-19,1.3432,A
2010-04-20,1.3486,A
2010-04-21,1.3373,A
2010-04-22,1.3339,A
2010-04-23,1.3311,A
2010-04-26,1.3321,A
2010-04-27,1.329,A
2010-04-28,1.3245,A
2010-04-29,1.3256,A
2010-04-30,1.3315,A
2010-05-03,1.3238,A
2010-05-04,1.3089,A
2010-05-05,1.2924,A
2010-05-06,1.2727,A
2010-05-07,1.2746,A
2010-05-10,1.2969,A
2010-05-11,1.2698,A
2010-05-12,1.2686,A
2010-05-13,1.2587,A
2010-05-14,1.2492,A
2010-05-17,1.2349,A
2010-05-18,1.2428,A
2010-05-19,1.227,A
2010-05-20,1.2334,A
2010-05-21,1.2497,A
2010-05-24,1.236,A
2010-05-25,1.2223,A
2010-05-26,1.2309,A
2010-05-27,1.2255,A
2010-05-28,1.2384,A
2010-05-31,1.2307,A
2010-06-01,1.2155,A
2010-06-02,1.2218,A
2010-06-03,1.2268,A
2010-06-04,1.206,A
2010-06-07,1.1959,A
2010-06-08,1.1942,A
2010-06-09,1.201,A
2010-06-10,1.2045,A
2010-06-11,1.2127,A
2010-06-14,1.2249,A
2010-06-15,1.2258,A
2010-06-16,1.2277,A
2010-06-17,1.2363,A
2010-06-18,1.2372,A
2010-06-21,1.2391,A
2010-06-22,1.2258,A
2010-06-23,1.2271,A
2010-06-24,1.2262,A
2010-06-25,1.2294,A
2010-06-28,1.2339,A
2010-06-29,1.2198,A
2010-06-30,1.2271,A
2010-07-01,1.2328,A
2010-07-02,1.2548,A
2010-07-05,1.2531,A
2010-07-06,1.2579,A
2010-07-07,1.2567,A
2010-07-08,1.266,A
2010-07-09,1.2637,A
2010-07-12,1.2572,A
2010-07-13,1.2569,A
2010-07-14,1.2703,A
2010-07-15,1.2828,A
2010-07-16,1.3,A
2010-07-19,1.2957,A
2010-07-20,1.2844,A
2010-07-21,1.2817,A
2010-07-22,1.285,A
2010-07-23,1.2897,A
2010-07-26,1.2931,A
2010-07-27,1.3033,A
2010-07-28,1.2992,A
2010-07-29,1.3069,A
2010-07-30,1.3028,A
2010-08-02,1.3073,A
2010-08-03,1.3221,A
2010-08-04,1.3206,A
2010-08-05,1.3184,A
2010-08-06,1.3176,A
2010-08-09,1.3253,A
2010-08-10,1.3133,A
2010-08-11,1.3016,A
2010-08-12,1.279,A
2010-08-13,1.2799,A
2010-08-16,1.282,A
2010-08-17,1.286,A
2010-08-18,1.288,A
2010-08-19,1.2836,A
2010-08-20,1.2711,A
2010-08-23,1.2704,A
2010-08-24,1.2611,A
2010-08-25,1.2613,A
2010-08-26,1.2693,A
2010-08-27,1.2713,A
2010-08-30,1.27,A
2010-08-31,1.268,A
2010-09-01,1.28,A
2010-09-02,1.2818,A
2010-09-03,1.2834,A
2010-09-06,1.2874,A
2010-09-07,1.2744,A
2010-09-08,1.2697,A
2010-09-09,1.2715,A
2010-09-10,1.2725,A
2010-09-13,1.2801,A
2010-09-14,1.285,A
2010-09-15,1.2989,A
2010-09-16,1.3078,A
2010-09-17,1.306,A
2010-09-20,1.3074,A
2010-09-21,1.312,A
2010-09-22,1.3364,A
2010-09-23,1.3323,A
2010-09-24,1.3412,A
2010-09-27,1.3477,A
2010-09-28,1.346,A
2010-09-29,1.3611,A
2010-09-30,1.3648,A
2010-10-01,1.3726,A
2010-10-04,1.3705,A
2010-10-05,1.378,A
2010-10-06,1.3856,A
2010-10-07,1.397,A
2010-10-08,1.3874,A
2010-10-11,1.3936,A
2010-10-12,1.3833,A
2010-10-13,1.3958,A
